timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1703690722492,38206,HTTP Request3 M 4,200,OK,Thread Group 6-10,text,true,,1072803,122,11,88,http://192.168.52.128/23.csv,8155,0,5312
1703690760699,2,HTTP Request3 M 4,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 6-10,text,false,,2094,0,11,88,http://192.168.52.128/23.csv,0,0,0
1703690759928,851,HTTP Request3 S 2,200,OK,Thread Group 6-7,bin,true,,169788,122,11,88,http://192.168.52.128/10.mp4,87,0,0
1703690721435,39515,HTTP Request1 M 1,200,OK,Thread Group 1-9,text,true,,1072803,122,11,88,http://192.168.52.128/23.csv,6564,0,6269
1703690720476,40479,HTTP Request4 M 3,200,OK,Thread Group 4-8,bin,true,,990224,122,11,88,http://192.168.52.128/33.bmp,14182,0,7288
1703690760955,1,HTTP Request4 L 2,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 4-8,text,false,,2094,0,11,88,http://192.168.52.128/41.mp3,0,0,0
1703690723503,37472,HTTP Request4 M 3,200,OK,Thread Group 4-11,bin,true,,990224,122,11,88,http://192.168.52.128/33.bmp,11467,0,7418
1703690760976,1,HTTP Request4 S 2,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 4-11,text,false,,2094,0,11,88,http://192.168.52.128/10.mp4,0,0,0
1703690722479,38504,HTTP Request5 M 4,200,OK,Thread Group 5-10,text,true,,1072803,122,11,88,http://192.168.52.128/23.csv,8164,0,5324
1703690760984,1,HTTP Request5 L 1,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 5-10,text,false,,2094,0,11,88,http://192.168.52.128/40.txt,0,0,0
1703690760465,645,HTTP Request3 S 1,200,OK,Thread Group 8-6,bin,true,,148144,121,11,88,http://192.168.52.128/9.jpg,79,0,0
1703690760951,277,HTTP Request1 M 2,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 1-9,text,false,,2094,0,11,88,http://192.168.52.128/24.jpg,0,0,0
1703690760773,524,HTTP Request2 S 2,200,OK,Thread Group 2-4,bin,true,,79575,121,11,88,http://192.168.52.128/6.jpg,181,0,80
1703690723876,37422,HTTP Request2 M 3,200,OK,Thread Group 2-3,bin,true,,937262,122,11,88,http://192.168.52.128/29.jpg,13380,0,10959
1703690761298,1,HTTP Request2 L 1,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.52.128:80 failed to respond,Thread Group 2-3,text,false,,2094,0,11,88,http://192.168.52.128/37.txt,0,0,0
1703690717504,43969,HTTP Request3 M 2,200,OK,Thread Group 7-5,text,true,,974939,122,11,88,http://192.168.52.128/32.pdf,19881,0,17468
